Scientific name,Name status,Group,Source database
"Amphiblestrum  osburni    Powell, 1968","accepted name","Animalia","WoRMS Bryozoa"
"Amphiblestrum  pontifex    Hayward & Cook, 1983","accepted name","Animalia","WoRMS Bryozoa"
"Amphiblestrum  pustulatum    (Canu & Bassler, 1928)","accepted name","Animalia","WoRMS Bryozoa"
"Amphiblestrum  rossi    Hayward & Thorpe, 1989","accepted name","Animalia","WoRMS Bryozoa"
"Amphiblestrum  siciliculum    Hayward & Thorpe, 1989","accepted name","Animalia","WoRMS Bryozoa"
"Amphiblestrum  solidum    (Packard, 1863)","accepted name","Animalia","WoRMS Bryozoa"
"Amphiblestrum  trifolium    (S. Wood, 1844)","accepted name","Animalia","WoRMS Bryozoa"
"Amphiblestrum  umbonatum    (Busk, 1854)","accepted name","Animalia","WoRMS Bryozoa"
"Amphiblestrum (Aviculamphiblestrum) ruggeroi    Rosso, 1999","accepted name","Animalia","WoRMS Bryozoa"
"Amplexicamera  cereus    (Pourtalès, 1867)","accepted name","Animalia","WoRMS Bryozoa"
"Anaphragma  mirabile    Ulrich & Bassler, 1904","accepted name","Animalia","WoRMS Bryozoa"
"Anaphragma  mirabile  cognata  Bassler, 1911","accepted name","Animalia","WoRMS Bryozoa"
"Anarthropora  monodon    (Busk, 1860)","accepted name","Animalia","WoRMS Bryozoa"
"Anarthropora  voigti    Brown, 1958","accepted name","Animalia","WoRMS Bryozoa"
"Anaskopora  doliaris    (Maplestone, 1909)","accepted name","Animalia","WoRMS Bryozoa"
"Anaskopora  parkeri    Arnold & Cook, 1997","accepted name","Animalia","WoRMS Bryozoa"
"Anchicleidochasma  mirabile    (Harmer, 1957)","accepted name","Animalia","WoRMS Bryozoa"
"Andreella  megapora    Moyano & Melgarejo, 1978","accepted name","Animalia","WoRMS Bryozoa"
"Andreella  patagonica    Lopez Gappa, 1981","accepted name","Animalia","WoRMS Bryozoa"
"Andreella  polypora    Moyano, 1985","accepted name","Animalia","WoRMS Bryozoa"
"Andreella  uncifera    (Busk, 1884)","accepted name","Animalia","WoRMS Bryozoa"
"Anexechona  ancorata    Osburn, 1950","accepted name","Animalia","WoRMS Bryozoa"
"Anguinella  palmata    Van Beneden, 1845","accepted name","Animalia","WoRMS Bryozoa"
"Anguisia  jullieni    Ostrovsky, 1998","accepted name","Animalia","WoRMS Bryozoa"
"Anguisia  verrucosa    Jullien, 1882","accepted name","Animalia","WoRMS Bryozoa"
"Annectocyma  arcuata    (Harmelin, 1976)","accepted name","Animalia","WoRMS Bryozoa"
"Annectocyma  australis    (Busk, 1852)","accepted name","Animalia","WoRMS Bryozoa"
"Annectocyma  major    (Johnston, 1847)","accepted name","Animalia","WoRMS Bryozoa"
"Annectocyma  tubulosa    (Busk, 1875)","accepted name","Animalia","WoRMS Bryozoa"
"Anoteropora  inarmata    Cook, 1966","accepted name","Animalia","WoRMS Bryozoa"
"Anoteropora  latirostris    Silén, 1947","accepted name","Animalia","WoRMS Bryozoa"
"Anoteropora  magnicapitata    Canu & Bassler, 1927","accepted name","Animalia","WoRMS Bryozoa"
"Anoteropora  otophora    Cook & Chimonides, 1994","accepted name","Animalia","WoRMS Bryozoa"
"Anoteropora  smitti    (Calvet, 1907)","accepted name","Animalia","WoRMS Bryozoa"
"Antarcticaetos  bubeccata    (Rogick, 1955)","accepted name","Animalia","WoRMS Bryozoa"
"Antarctothoa  annae    Wright, Hayward & Hughes, 2007","accepted name","Animalia","WoRMS Bryozoa"
"Antarctothoa  antarctica    Moyano & Gordon, 1980","accepted name","Animalia","WoRMS Bryozoa"
"Antarctothoa  aporosa    (Levinsen, 1909)","accepted name","Animalia","WoRMS Bryozoa"
"Antarctothoa  bathamae    (Ryland & Gordon, 1977)","accepted name","Animalia","WoRMS Bryozoa"
"Antarctothoa  bougainvillei    (d'Orbigny, 1842)","accepted name","Animalia","WoRMS Bryozoa"
"Antarctothoa  buskiana    (Hutton, 1873)","accepted name","Animalia","WoRMS Bryozoa"
"Antarctothoa  cancer    (Hutton, 1873)","accepted name","Animalia","WoRMS Bryozoa"
"Antarctothoa  cancinoi    Wright, Hayward & Hughes, 2007","accepted name","Animalia","WoRMS Bryozoa"
"Antarctothoa  delta    (Ryland & Gordon, 1977)","accepted name","Animalia","WoRMS Bryozoa"
"Antarctothoa  delta  delta  (Ryland & Gordon, 1977)","accepted name","Animalia","WoRMS Bryozoa"
"Antarctothoa  delta  parsimilis  (Morris, 1980)","accepted name","Animalia","WoRMS Bryozoa"
"Antarctothoa  dictyota    (Hayward, 1993)","accepted name","Animalia","WoRMS Bryozoa"
"Antarctothoa  discreta    (Busk, 1854)","accepted name","Animalia","WoRMS Bryozoa"
"Antarctothoa  galaica    Cesar-Aldariz, Fernández-Pulpeiro & Reverter-Gil,","accepted name","Animalia","WoRMS Bryozoa"
"Antarctothoa  haywardi    Kuklinski & Barnes, 2009","accepted name","Animalia","WoRMS Bryozoa"
"Antarctothoa  mauricei    Wright, Hayward & Hughes, 2007","accepted name","Animalia","WoRMS Bryozoa"
"Antarctothoa  muricata    (Busk, 1879)","accepted name","Animalia","WoRMS Bryozoa"
"Antarctothoa  pellucida    (MacGillivray, 1879)","accepted name","Animalia","WoRMS Bryozoa"
"Antarctothoa  polystachya    Wright, Hayward & Hughes, 2007","accepted name","Animalia","WoRMS Bryozoa"
"Antarctothoa  tongima    (Ryland & Gordon, 1977)","accepted name","Animalia","WoRMS Bryozoa"
"Antropora  commandorica    Tilbrook & Grischenko, 2004","accepted name","Animalia","WoRMS Bryozoa"
"Antropora  compressa    (Osburn, 1927)","accepted name","Animalia","WoRMS Bryozoa"
"Antropora  erecta    Silén, 1941","accepted name","Animalia","WoRMS Bryozoa"
"Antropora  erectirostra    Tilbrook, 1998","accepted name","Animalia","WoRMS Bryozoa"
"Antropora  fenglingiana    Liu, 1982","accepted name","Animalia","WoRMS Bryozoa"
"Antropora  granulifera    (Hincks, 1880)","accepted name","Animalia","WoRMS Bryozoa"
"Antropora  levigata    (Canu & Bassler, 1927)","accepted name","Animalia","WoRMS Bryozoa"
"Antropora  minor    (Hincks, 1880)","accepted name","Animalia","WoRMS Bryozoa"
"Antropora  paucicryptocysta    Moyano, 1983","accepted name","Animalia","WoRMS Bryozoa"
"Antropora  typica    (Canu & Bassler, 1928)","accepted name","Animalia","WoRMS Bryozoa"
"Apiophragma  hyalina    (Waters, 1904)","accepted name","Animalia","WoRMS Bryozoa"
"Aplousina  anxiosa    Gordon, 1986","accepted name","Animalia","WoRMS Bryozoa"
"Aplousina  capriensis    (Waters, 1898)","accepted name","Animalia","WoRMS Bryozoa"
"Aplousina  decora    Moyano, 1991","accepted name","Animalia","WoRMS Bryozoa"
"Aplousina  errans    Canu & Bassler, 1928","accepted name","Animalia","WoRMS Bryozoa"
"Aplousina  filum    (Jullien & Calvet, 1903)","accepted name","Animalia","WoRMS Bryozoa"
"Aplousina  gigantea    Canu & Bassler, 1927","accepted name","Animalia","WoRMS Bryozoa"
"Aplousina  gymnocystica    Moyano, 1983","accepted name","Animalia","WoRMS Bryozoa"
"Aplousina  inornamentata    Tilbrook, 2006","accepted name","Animalia","WoRMS Bryozoa"
"Aplousina  major    (Calvet, 1907)","accepted name","Animalia","WoRMS Bryozoa"
"Apsendesia  sarsi    (Borg, 1944)","accepted name","Animalia","WoRMS Bryozoa"
"Aquiloniella  americana    (Packard, 1863)","accepted name","Animalia","WoRMS Bryozoa"
"Aquiloniella  aviculariae    (Yanagi & Okada, 1918)","accepted name","Animalia","WoRMS Bryozoa"
"Aquiloniella  paenulata    (Norman, 1903)","accepted name","Animalia","WoRMS Bryozoa"
"Aquiloniella  scabra    (Van Beneden, 1848)","accepted name","Animalia","WoRMS Bryozoa"
"Arachnidium  clavatum    Hincks, 1877","accepted name","Animalia","WoRMS Bryozoa"
"Arachnidium  fibrosum    Hincks, 1880","accepted name","Animalia","WoRMS Bryozoa"
"Arachnidium  hippothooides    Hincks, 1859","accepted name","Animalia","WoRMS Bryozoa"
"Arachnidium  irregulare    Harmer, 1915","accepted name","Animalia","WoRMS Bryozoa"
"Arachnidium  lacourti    d'Hondt & Faasse, 2006","accepted name","Animalia","WoRMS Bryozoa"
"Arachnidium  simplex    Hincks, 1880","accepted name","Animalia","WoRMS Bryozoa"
"Arachnoidea  raylankasteri    Moore, 1903","accepted name","Animalia","WoRMS Bryozoa"
"Arachnoidella  annosciae    (d'Hondt & Geraci, 1976)","accepted name","Animalia","WoRMS Bryozoa"
"Arachnoidella  barentsia    Kluge, 1962","accepted name","Animalia","WoRMS Bryozoa"
"Arachnoidella  brevicaudata    (d'Hondt & Mawatari, 1987)","accepted name","Animalia","WoRMS Bryozoa"
"Arachnoidella  dubia    (d'Hondt, 1976)","accepted name","Animalia","WoRMS Bryozoa"
"Arachnoidella  echinophilia    Gordon, 1986","accepted name","Animalia","WoRMS Bryozoa"
"Arachnoidella  evelinae    (Marcus, 1937)","accepted name","Animalia","WoRMS Bryozoa"
"Arachnoidella  ophidiomorpha    (d'Hondt & Mawatari, 1987)","accepted name","Animalia","WoRMS Bryozoa"
"Arachnoidella  prenanti    (d'Hondt, 1976)","accepted name","Animalia","WoRMS Bryozoa"
"Arachnoidella  protecta    Harmer, 1915","accepted name","Animalia","WoRMS Bryozoa"
"Arachnoidella  thalassae    (d'Hondt, 1979)","accepted name","Animalia","WoRMS Bryozoa"
"Arachnopusia  acanthoceros    (MacGillivray, 1887)","accepted name","Animalia","WoRMS Bryozoa"
"Arachnopusia  admiranda    Moyano, 1982","accepted name","Animalia","WoRMS Bryozoa"
"Arachnopusia  ajax    Livingstone, 1924","accepted name","Animalia","WoRMS Bryozoa"
"Arachnopusia  aquilina    Moyano, 1970","accepted name","Animalia","WoRMS Bryozoa"
"Arachnopusia  areolata    Moyano, 1983","accepted name","Animalia","WoRMS Bryozoa"
"Arachnopusia  aviculifera    Hayward & Thorpe, 1988","accepted name","Animalia","WoRMS Bryozoa"
"Arachnopusia  columnaris    Hayward & Thorpe, 1988","accepted name","Animalia","WoRMS Bryozoa"
"Arachnopusia  corniculata    Hayward & Cook, 1983","accepted name","Animalia","WoRMS Bryozoa"
"Arachnopusia  decipiens    Hayward & Thorpe, 1988","accepted name","Animalia","WoRMS Bryozoa"
"Arachnopusia  discors    Hayward & Thorpe, 1988","accepted name","Animalia","WoRMS Bryozoa"
"Arachnopusia  ferox    Hayward & Thorpe, 1988","accepted name","Animalia","WoRMS Bryozoa"
"Arachnopusia  fragilis    (Busk, 1884)","accepted name","Animalia","WoRMS Bryozoa"
"Arachnopusia  gigantea    (Kluge, 1914)","accepted name","Animalia","WoRMS Bryozoa"
"Arachnopusia  globosa    Hayward & Thorpe, 1988","accepted name","Animalia","WoRMS Bryozoa"
"Arachnopusia  inchoata    Hayward & Thorpe, 1988","accepted name","Animalia","WoRMS Bryozoa"
"Arachnopusia  kankawatiensis    Guha & Gopikrishna, 2007","accepted name","Animalia","WoRMS Bryozoa"
"Arachnopusia  latiavicularis    Moyano, 1970","accepted name","Animalia","WoRMS Bryozoa"
"Arachnopusia  laticella    (Canu & Bassler, 1929)","accepted name","Animalia","WoRMS Bryozoa"
"Arachnopusia  monoceros    (Busk, 1854)","accepted name","Animalia","WoRMS Bryozoa"
"Arachnopusia  paucivanna    Moyano, 1991","accepted name","Animalia","WoRMS Bryozoa"
"Arachnopusia  perforata    (Maplestone, 1909)","accepted name","Animalia","WoRMS Bryozoa"
"Arachnopusia  pusae    Marcus, 1955","accepted name","Animalia","WoRMS Bryozoa"
"Arachnopusia  quadralabia    Uttley & Bullivant, 1972","accepted name","Animalia","WoRMS Bryozoa"
"Arachnopusia  triarmata    Hayward & Thorpe, 1988","accepted name","Animalia","WoRMS Bryozoa"
"Arachnopusia  tristanensis    Hayward & Thorpe, 1988","accepted name","Animalia","WoRMS Bryozoa"
"Arachnopusia  tubula    Hayward & Thorpe, 1988","accepted name","Animalia","WoRMS Bryozoa"
"Arachnopusia  unicornis    (Hutton, 1873)","accepted name","Animalia","WoRMS Bryozoa"
"Arachnopusia  valligera    Hayward & Thorpe, 1988","accepted name","Animalia","WoRMS Bryozoa"
"Arbocuspis  bellula    (Hincks, 1881)","accepted name","Animalia","WoRMS Bryozoa"
"Arbocuspis  ramosa    (Osburn, 1940)","accepted name","Animalia","WoRMS Bryozoa"
"Arbopercula  angulata    (Levinsen, 1909)","accepted name","Animalia","WoRMS Bryozoa"
"Arbopercula  bengalensis    (Stoliczka, 1869)","accepted name","Animalia","WoRMS Bryozoa"
"Arbopercula  devinensis    (Robertson, 1921)","accepted name","Animalia","WoRMS Bryozoa"
"Arbopercula  tenella    (Hincks, 1880)","accepted name","Animalia","WoRMS Bryozoa"
"Arctonula  arctica    (M.Sars, 1851)","accepted name","Animalia","WoRMS Bryozoa"
"Arctonula  kunashiri    (Gontar, 1982)","accepted name","Animalia","WoRMS Bryozoa"
"Arthropoma  cecilii    (Audouin, 1826)","accepted name","Animalia","WoRMS Bryozoa"
"Arthropoma  inarmata    Gontar, 1993","accepted name","Animalia","WoRMS Bryozoa"
"Asajirella  gelatinosa    (Oka, 1891) (not Pallas, 1766)","accepted name","Animalia","WoRMS Bryozoa"
"Ascorhiza  mawatarii    d'Hondt, 1983","accepted name","Animalia","WoRMS Bryozoa"
"Ascorhiza  occidentalis    Fewkes, 1889","accepted name","Animalia","WoRMS Bryozoa"
"Ascosia  pandora    Jullien, 1882","accepted name","Animalia","WoRMS Bryozoa"
"Aspericreta  crassatina    (Waters, 1904)","accepted name","Animalia","WoRMS Bryozoa"
"Aspericreta  favulosa    (Hayward & Thorpe, 1989)","accepted name","Animalia","WoRMS Bryozoa"
"Aspericreta  georgensis    Hayward & Thorpe, 1990","accepted name","Animalia","WoRMS Bryozoa"
"Aspidelectra  bihamata    Liu & Wass, 2000?","accepted name","Animalia","WoRMS Bryozoa"
"Aspidelectra  defensa    (Kirkpatrick, 1888)","accepted name","Animalia","WoRMS Bryozoa"
"Aspidelectra  densuense    Cook, 1968","accepted name","Animalia","WoRMS Bryozoa"
"Aspidelectra  melolontha    (Landsborough, 1852)","accepted name","Animalia","WoRMS Bryozoa"
"Aspidelectra  zhoushanica    (Wang, 1989)","accepted name","Animalia","WoRMS Bryozoa"
"Aspidostoma  coronatum    (Thornely, 1924)","accepted name","Animalia","WoRMS Bryozoa"
"Aspidostoma  giganteum    (Busk, 1854)","accepted name","Animalia","WoRMS Bryozoa"
"Aspidostoma  livida    Hayward & Cook, 1983","accepted name","Animalia","WoRMS Bryozoa"
"Aspidostoma  magna    Hayward & Cook, 1979","accepted name","Animalia","WoRMS Bryozoa"
"Aspiscellaria  bellula    (Osburn, 1947)","accepted name","Animalia","WoRMS Bryozoa"
"Aspiscellaria  carmabi    (Fransen, 1986)","accepted name","Animalia","WoRMS Bryozoa"
"Aspiscellaria  cornigera    (Pourtalès, 1867)","accepted name","Animalia","WoRMS Bryozoa"
"Aspiscellaria  panamensis    (Osburn, 1950)","accepted name","Animalia","WoRMS Bryozoa"
"Aspiscellaria  unicornis    (Liu, 1980)","accepted name","Animalia","WoRMS Bryozoa"
"Astochoporella  cassidula    Hayward & Thorpe, 1988","accepted name","Animalia","WoRMS Bryozoa"
"Astoleiosalpinx  pedunculata    d'Hondt & Gordon, 1996","accepted name","Animalia","WoRMS Bryozoa"
"Atelestozoum  obliquum    Harmer, 1926","accepted name","Animalia","WoRMS Bryozoa"
"Attinopora  zealandica    (Mantell, 1850)","accepted name","Animalia","WoRMS Bryozoa"
"Aulopocella  bilamella    Lu, 1991","accepted name","Animalia","WoRMS Bryozoa"
"Aulopocella  gelasinus    Bock & Cook, 2000","accepted name","Animalia","WoRMS Bryozoa"
"Australella  indica  ","accepted name","Animalia","WoRMS Bryozoa"
"Australella  indica  sibirica  Kluge, 1949","accepted name","Animalia","WoRMS Bryozoa"
"Austroflustra  australis    Lopez Gappa, 1982","accepted name","Animalia","WoRMS Bryozoa"
"Austroflustra  gerlachi    Lopez Gappa, 1982","accepted name","Animalia","WoRMS Bryozoa"
"Austroflustra  vulgaris    (Kluge, 1914)","accepted name","Animalia","WoRMS Bryozoa"
"Austrothoa  yagana    (Moyano & Gordon, 1980)","accepted name","Animalia","WoRMS Bryozoa"
"Avenella  fusca    Dalyell, 1848","accepted name","Animalia","WoRMS Bryozoa"
"Bantariella  bocki    (Silén, 1942)","accepted name","Animalia","WoRMS Bryozoa"
"Bantariella  cookae    (Banta, 1968)","accepted name","Animalia","WoRMS Bryozoa"
"Bantariella  firmata    (Marcus, 1938)","accepted name","Animalia","WoRMS Bryozoa"
"Bantariella  tenuis    (Harmer, 1915)","accepted name","Animalia","WoRMS Bryozoa"
"Bantariella  verticillata    (Heller, 1867)","accepted name","Animalia","WoRMS Bryozoa"
"Bathosella  aspera    (Ulrich, 1901)","accepted name","Animalia","WoRMS Bryozoa"
"Bathyalozoon  foresti    d'Hondt, 1976","accepted name","Animalia","WoRMS Bryozoa"
"Bathycellaria  profundis    (Osburn, 1950)","accepted name","Animalia","WoRMS Bryozoa"
"Bathypora  bicolor    (Hincks, 1881)","accepted name","Animalia","WoRMS Bryozoa"
"Bathypora  nitens    (Hincks, 1880)","accepted name","Animalia","WoRMS Bryozoa"
"Bathysoecia  bassleri    Osburn, 1953","accepted name","Animalia","WoRMS Bryozoa"
"Bathysoecia  polygonalis    (Kluge, 1952)","accepted name","Animalia","WoRMS Bryozoa"
"Batopora  lagaaiji    Hayward & Cook, 1979","accepted name","Animalia","WoRMS Bryozoa"
"Batopora  murrayi    Cook, 1966","accepted name","Animalia","WoRMS Bryozoa"
"Batopora  nola    Hayward & Cook, 1979","accepted name","Animalia","WoRMS Bryozoa"
"Batopora  problematica    Bock & Cook, 2004","accepted name","Animalia","WoRMS Bryozoa"
"Baudina  geographae    Gordon, 2009","accepted name","Animalia","WoRMS Bryozoa"
"Baudina  naturalistae    Gordon, 2009","accepted name","Animalia","WoRMS Bryozoa"
"Beania  admiranda    Packard, 1863","accepted name","Animalia","WoRMS Bryozoa"
"Beania  alaskensis    Osburn, 1950","accepted name","Animalia","WoRMS Bryozoa"
"Beania  aspinosa    Liu, 1984","accepted name","Animalia","WoRMS Bryozoa"
"Beania  asymmetrica    Harmer, 1926","accepted name","Animalia","WoRMS Bryozoa"
"Beania  australis    Busk, 1852","accepted name","Animalia","WoRMS Bryozoa"
"Beania  australopacifica    Tilbrook, 2006","accepted name","Animalia","WoRMS Bryozoa"
"Beania  bilaminata    (Hincks, 1881)","accepted name","Animalia","WoRMS Bryozoa"
"Beania  carteri    (Hincks, 1880)","accepted name","Animalia","WoRMS Bryozoa"
"Beania  challengeri    Hastings, 1943","accepted name","Animalia","WoRMS Bryozoa"
"Beania  columbiana    O'Donoghue, 1923","accepted name","Animalia","WoRMS Bryozoa"
"Beania  conferta    MacGillivray, 1886","accepted name","Animalia","WoRMS Bryozoa"
"Beania  cookae    Tilbrook, Hayward & Gordon, 2001","accepted name","Animalia","WoRMS Bryozoa"
"Beania  costata    (Busk, 1876)","accepted name","Animalia","WoRMS Bryozoa"
"Beania  cribrimorpha    Gordon, 1984","accepted name","Animalia","WoRMS Bryozoa"
"Beania  crotali    (Busk, 1852)","accepted name","Animalia","WoRMS Bryozoa"
"Beania  cupulariensis    Osburn, 1914","accepted name","Animalia","WoRMS Bryozoa"
"Beania  cylindrica    (Hincks, 1886)","accepted name","Animalia","WoRMS Bryozoa"
"Beania  decumbens    MacGillivray, 1882","accepted name","Animalia","WoRMS Bryozoa"
"Beania  diademata    Cheetham, 1972","accepted name","Animalia","WoRMS Bryozoa"
"Beania  discodermiae    (Ortmann, 1890)","accepted name","Animalia","WoRMS Bryozoa"
"Beania  discodermiae  boninensis  Silén, 1941","accepted name","Animalia","WoRMS Bryozoa"
"Beania  distans    (Hincks, 1881)","accepted name","Animalia","WoRMS Bryozoa"
"Beania  elongata    (Hincks, 1885)","accepted name","Animalia","WoRMS Bryozoa"
"Beania  erecta    Waters, 1904","accepted name","Animalia","WoRMS Bryozoa"
"Beania  farreae    Liu, 1982","accepted name","Animalia","WoRMS Bryozoa"
"Beania  fragilis    (Ridley, 1881)","accepted name","Animalia","WoRMS Bryozoa"
"Beania  gigantavicularis    Gordon, 1984","accepted name","Animalia","WoRMS Bryozoa"
"Beania  hexaceras    (Ortmann, 1890)","accepted name","Animalia","WoRMS Bryozoa"
"Beania  hexamicorum    Tilbrook, Hayward & Gordon, 2001","accepted name","Animalia","WoRMS Bryozoa"
"Beania  hirtissima    (Heller, 1867)","accepted name","Animalia","WoRMS Bryozoa"
"Beania  hirtissima  cylindrica  (Hincks, 1886)","accepted name","Animalia","WoRMS Bryozoa"
"Beania  hyadesi    (Jullien, 1888)","accepted name","Animalia","WoRMS Bryozoa"
"Beania  inermis    (Busk, 1852)","accepted name","Animalia","WoRMS Bryozoa"
"Beania  inermis  cryptophragma  Gordon, 1986","accepted name","Animalia","WoRMS Bryozoa"
"Beania  inermis  unicornis  Hastings, 1943","accepted name","Animalia","WoRMS Bryozoa"
"Beania  intermedia    (Hincks, 1881)","accepted name","Animalia","WoRMS Bryozoa"
"Beania  intermedia  kiiensis  Mawatari, 1952","accepted name","Animalia","WoRMS Bryozoa"
